SECTION NAF26;LIBELLE NAF26;DIVISION NAF 88;LIBELLE NAF 88;GROUPE NAF 261;LIBELLE NAF 261;CLASSE NAF575;LIBELLE NAF575;CATEGORIE  NAF1342;LIBELLE NAF1342;SOUS-CATEGORIE NAF3142;LIBELLE NAF3142;comprend;CODE PACIFICA 1;CODE PACIFICA 2;CODE PACIFICA 3;LIBELE PACIFICA 1;LIBELLE PACIFICA 2;LIBELLE PACIFICA 3;ACTIVITE ELIGIBLE;CODE ASSIMILATION;LIBELLE ASSIMILATION;RDV;AVIS ASSURPRO;MOTS CLES ACTIVITE;COMMENTAIRES;RATTACHEMENT NAFA (O / N);Ne comprend pas
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.1;"Uranium et plutonium enrichis ; uranium et thorium appauvris ; autres éléments radioactifs";20.13.13;"Autres éléments, isotopes et composés radioactifs ; alliages, dispersions, produits céramiques et mélanges contenant ces éléments, isotopes ou composés";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.1;"Uranium et plutonium enrichis ; uranium et thorium appauvris ; autres éléments radioactifs";20.13.14;Éléments combustibles, non irradiés, pour réacteurs nucléaires;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.2;"Éléments chimiques n.c.a. ; acides et composés inorganiques";20.13.21;Métalloïdes;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.2;"Éléments chimiques n.c.a. ; acides et composés inorganiques";20.13.22;Dérivés halogénés, oxyhalogénés ou sulfurés des éléments non métalliques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.2;"Éléments chimiques n.c.a. ; acides et composés inorganiques";20.13.23;"Métaux alcalins ou alcalino-terreux ; métaux de terres rares, scandium et yttrium ; mercure";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.2;"Éléments chimiques n.c.a. ; acides et composés inorganiques";20.13.24;"Chlorure d'hydrogène ; oléum ; pentaoxyde de diphosphore ; autres acides inorganiques ; dioxydes de silicium et de soufre";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.2;"Éléments chimiques n.c.a. ; acides et composés inorganiques";20.13.25;"Oxydes, hydroxydes et peroxydes ; hydrazine et hydroxylamine et leurs sels inorganiques";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.3;"Halogénures métalliques ; hypochlorites, chlorates et perchlorates";20.13.31;Halogénures métalliques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.3;"Halogénures métalliques ; hypochlorites, chlorates et perchlorates";20.13.32;Hypochlorites, chlorates, perchlorates;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.4;"Sulfures et sulfates ; nitrates, phosphates et carbonates";20.13.41;Sulfures, sulfites et sulfates;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.4;"Sulfures et sulfates ; nitrates, phosphates et carbonates";20.13.42;Phosphinates, phosphonates, phosphates, polyphosphates et nitrates (à l'exclusion du potassium);;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.4;"Sulfures et sulfates ; nitrates, phosphates et carbonates";20.13.43;Carbonates;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.5;Autres sels métalliques;20.13.51;"Sels des acides oxométalliques ou peroxométalliques ; métaux précieux à l'état colloïdal";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.5;Autres sels métalliques;20.13.52;"Composés inorganiques n.c.a., y compris eau distillée ; amalgames autres qu'amalgames de métaux précieux";- composés organiques du mercure;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.61;Isotopes n.c.a. et leurs composés (y compris eau lourde);;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.62;"Cyanures, oxycyanures et cyanures complexes ; fulminates, cyanates et thiocyanates ; silicates ; borates ; perborates ; autres sels des acides ou peroxoacides inorganiques";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.63;Peroxyde d'hydrogène;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.64;Phosphures, carbures, hydrures, nitrures, azotures, siliciures et borures;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.65;Composés des métaux des terres rares, de l'yttrium ou du scandium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.66;Sulfure, à l'exclusion du soufre sublimé, précipité ou colloïdal;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.67;Pyrites de fer grillées;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.6;Autres produits chimiques inorganiques de base;20.13.68;"Quartz piézo-électrique ; autres pierres précieuses et semi-précieuses synthétiques ou reconstituées, brutes";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.13;Autres produits chimiques inorganiques de base;20.13.9;Opérations sous-traitées intervenant dans la fabrication d'autres produits chimiques inorganiques de base;20.13.99;Opérations sous-traitées intervenant dans la fabrication d'autres produits chimiques inorganiques de base;- opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires;;;;;;;N;;;N;N;;;O;- produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.1;Hydrocarbures et leurs dérivés;20.14.11;Hydrocarbures acycliques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.1;Hydrocarbures et leurs dérivés;20.14.12;Hydrocarbures cycliques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.1;Hydrocarbures et leurs dérivés;20.14.13;Dérivés chlorés des hydrocarbures acycliques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.1;Hydrocarbures et leurs dérivés;20.14.14;Dérivés sulfonés, nitrés ou nitrosés des hydrocarbures, halogénés ou non;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.1;Hydrocarbures et leurs dérivés;20.14.19;Autres dérivés des hydrocarbures;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.2;"Alcools, phénols, phénols-alcools et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés ; alcools gras industriels";20.14.21;Alcools gras industriels;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.2;"Alcools, phénols, phénols-alcools et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés ; alcools gras industriels";20.14.22;Monoalcools;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.2;"Alcools, phénols, phénols-alcools et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés ; alcools gras industriels";20.14.23;Diols, polyalcools, alcools cycliques et leurs dérivés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.2;"Alcools, phénols, phénols-alcools et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés ; alcools gras industriels";20.14.24;"Phénols ; phénols-alcools et dérivés des phénols";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.3;"Acides monocarboxyliques gras industriels ; acides carboxyliques et leurs dérivés";20.14.31;"Acides monocarboxyliques gras industriels ; huiles acides de raffinage";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.3;"Acides monocarboxyliques gras industriels ; acides carboxyliques et leurs dérivés";20.14.32;Acides monocarboxyliques acycliques saturés et leurs dérivés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.3;"Acides monocarboxyliques gras industriels ; acides carboxyliques et leurs dérivés";20.14.33;Acides monocarboxyliques, cyclaniques, cycléniques ou cycloterpéniques, acycliques, polycarboxyliques non saturés et leurs dérivés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.3;"Acides monocarboxyliques gras industriels ; acides carboxyliques et leurs dérivés";20.14.34;Acides polycarboxyliques et carboxyliques aromatiques, contenant des fonctions oxygénées supplémentaires, et leurs dérivés, à l'exclusion de l'acide salicyclique et ses sels;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.4;Composés organiques à fonction azotée;20.14.41;Composés à fonction amine;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.4;Composés organiques à fonction azotée;20.14.42;Composés aminés à fonction oxygénée, à l'exclusion de la lysine et de l'acide glutamique;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.4;Composés organiques à fonction azotée;20.14.43;"Uréines ; composés à fonction carboxyimide ou nitrile et leurs dérivés";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.4;Composés organiques à fonction azotée;20.14.44;Composés à autres fonctions azotées;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.5;"Thiocomposés organiques et autres composés organo-inorganiques ; composés hétérocycliques n.c.a.";20.14.51;Thiocomposés organiques et autres composés organo-inorganiques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.5;"Thiocomposés organiques et autres composés organo-inorganiques ; composés hétérocycliques n.c.a.";20.14.52;"Composés hétérocycliques n.c.a. ; acides nucléiques et leurs sels";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.5;"Thiocomposés organiques et autres composés organo-inorganiques ; composés hétérocycliques n.c.a.";20.14.53;Esters phosphoriques et leurs sels, esters d'autres acides inorganiques (à l'exclusion des esters d'halogénures d'hydrogène) et leurs sels, et leurs dérivés halogénés, sulfonés, nitrés ou nitrosés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.6;"Éthers, peroxydes organiques, époxydes, acétals, hémiacétals ; autres composés organiques";20.14.61;Composés à fonction aldéhyde;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.6;"Éthers, peroxydes organiques, époxydes, acétals, hémiacétals ; autres composés organiques";20.14.62;Composés à fonction cétone et quinone;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.6;"Éthers, peroxydes organiques, époxydes, acétals, hémiacétals ; autres composés organiques";20.14.63;Éthers, peroxydes organiques, époxydes, acétals, hémiacétals et leurs dérivés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.6;"Éthers, peroxydes organiques, époxydes, acétals, hémiacétals ; autres composés organiques";20.14.64;Enzymes et autres composés organiques n.c.a.;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.7;Produits chimiques organiques de base divers;20.14.71;Dérivés de produits végétaux ou résineux;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.7;Produits chimiques organiques de base divers;20.14.72;Charbon de bois;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.7;Produits chimiques organiques de base divers;20.14.73;Huiles et autres produits de la distillation des goudrons et produits similaires;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.7;Produits chimiques organiques de base divers;20.14.74;Alcool éthylique non dénaturé d'une teneur d'alcool par volume de 80 % ou plus;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.7;Produits chimiques organiques de base divers;20.14.75;Alcool éthylique et autres alcools, dénaturés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.8;Lessives résiduaires de l'industrie de la pâte à papier, à l'exclusion du tall-oil;20.14.80;Lessives résiduaires de l'industrie de la pâte à papier, à l'exclusion du tall-oil;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.14;Autres produits chimiques organiques de base;20.14.9;Opérations sous-traitées intervenant dans la fabrication d'autres produits chimiques organiques de base;20.14.99;Opérations sous-traitées intervenant dans la fabrication d'autres produits chimiques organiques de base;- opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires;;;;;;;N;;;N;N;;;O;- produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.1;"Acide nitrique ; acides sulfonitriques ; ammoniac";20.15.10;"Acide nitrique ; acides sulfonitriques ; ammoniac";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.2;"Chlorure d'ammonium ; nitrites";20.15.20;"Chlorure d'ammonium ; nitrites";;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.3;Engrais azotés, minéraux ou chimiques;20.15.31;Urée;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.3;Engrais azotés, minéraux ou chimiques;20.15.32;Sulfate d'ammonium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.3;Engrais azotés, minéraux ou chimiques;20.15.33;Nitrate d'ammonium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.3;Engrais azotés, minéraux ou chimiques;20.15.34;Sels doubles et mélanges de nitrate de calcium et de nitrate d'ammonium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.3;Engrais azotés, minéraux ou chimiques;20.15.35;Mélanges de nitrate d'ammonium et de carbonate de calcium ou d'autres matières inorganiques dépourvues de pouvoir fertilisant;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.3;Engrais azotés, minéraux ou chimiques;20.15.39;Autres engrais et mélanges azotés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.4;Engrais phosphatés, minéraux ou chimiques;20.15.41;Superphosphates;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.4;Engrais phosphatés, minéraux ou chimiques;20.15.49;Autres engrais phosphatés;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.5;Engrais potassiques, minéraux ou chimiques;20.15.51;Chlorure de potassium (muriate de potasse);;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.5;Engrais potassiques, minéraux ou chimiques;20.15.52;Sulfate de potassium (sulfate de potasse);;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.5;Engrais potassiques, minéraux ou chimiques;20.15.59;Autres engrais potassiques;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.6;Nitrate de sodium;20.15.60;Nitrate de sodium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.71;Engrais ternaires : azote, phosphore et potassium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.72;Hydrogénoorthophosphate de diammonium (phosphate diammonique);;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.73;Phosphate monoammonique;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.74;Engrais binaires : azote et phosphore;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.75;Engrais binaires : phosphore et potassium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.76;Nitrates de potassium;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.7;Engrais n.c.a.;20.15.79;Engrais minéraux ou chimiques contenant au moins deux éléments fertilisants (azote, phosphore, potassium) n.c.a.;;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.8;Engrais d'origine animale ou végétale n.c.a.;20.15.80;Engrais d'origine animale ou végétale n.c.a.;- mélanges pour plantes en pots à base essentiellement de tourbe;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.8;Engrais d'origine animale ou végétale n.c.a.;20.15.80;Engrais d'origine animale ou végétale n.c.a.;- mélanges pour plantes en pots à base de terre naturelle, de sable, d'argile et de minéraux;;;;;;;N;;;N;N;;;O;
C;Produits manufacturés;20;Produits chimiques;20.1;Produits chimiques de base, engrais et produits azotés, matières plastiques de base et caoutchouc synthétique;20.15;Engrais et composés azotés;20.15.9;Opérations sous-traitées intervenant dans la fabrication d'engrais et de composés azotés;20.15.99;Opérations sous-traitées intervenant dans la fabrication d'engrais et de composés azotés;- opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires;;;;;;;N;;;N;N;;;O;- produits du même domaine, fabriqués par un sous-traitant propriétaire des intrants (voir postes précédents)
